Tot No. Simulations	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	LTSM	Crack Width	C. Numbers	Max Slope	Max Tilt	Ang. Dis.	Max H. Strain	Dam. Area (%)	Strain (100%)	Strain (99%)	Strain (98%)	Strain (97%)	Strain (96%)	Strain (95%)	Local Avg.	Global Avg.
43	950.883	0.154	0.005	7.104	13.842	15.793	12.836	61.512	0.156	23.293	0.536	2.135	50.324	5.610	1.738	0.00013	0.00	0	0.00020	0.00020	3.60E-05	2.80E-05	0	0.000063	0.000045	0.00004	0.000038	0.000036	0.000035	0	1.17E-04
44	1094.916	0.192	0.010	10.022	22.323	7.134	27.194	32.385	0.172	31.031	0.164	4.894	52.442	10.574	1.794	0.00039	0.00	0	0.00106	0.00106	3.70E-05	3.70E-05	0	0.00008	0.000045	0.00004	0.000039	0.000038	0.000037	0	5.49E-04
45	5278.309	0.860	0.028	6.476	35.462	4.813	26.383	205.992	0.457	17.019	0.032	3.681	51.533	13.079	9.702	0.00092	6.25	4	0.00393	0.00391	0.00049	0.001332	2.86	0.031996	0.004751	0.000944	0.000089	0.000059	0.000052	5.12605	2.41E-03
46	3160.327	0.517	0.016	9.903	19.647	8.390	10.379	14.471	0.437	39.225	0.449	0.476	63.632	11.347	7.597	0.00008	0.00	0	0.00004	0.00004	2.00E-05	1.20E-05	0	0.000034	0.000018	0.000016	0.000015	0.000014	0.000014	0	2.83E-05
47	7071.801	0.969	0.027	11.908	30.025	15.369	6.067	22.355	0.206	13.572	0.577	3.109	22.069	5.975	21.402	0.00125	0.00	0	0.00055	0.00055	6.00E-06	8.00E-06	0	0.000016	0.00001	0.000009	0.000009	0.000009	0.000009	0	2.77E-04
48	5438.529	0.573	0.019	13.447	54.898	22.135	5.829	219.211	0.466	16.897	0.448	4.829	56.301	10.132	14.280	0.00249	14.75	14	0.00295	0.00289	0.001031	0.003043	8.82	0.061372	0.013595	0.006303	0.003748	0.002357	0.001448	14.37255	2.48E-03
49	4894.792	0.702	0.025	9.996	18.722	24.867	31.411	150.958	0.444	30.954	0.091	3.054	82.329	12.517	9.228	0.00012	0.00	0	0.00094	0.00094	1.10E-05	6.00E-06	0	0.000019	0.000014	0.000013	0.000012	0.000012	0.000012	0	4.72E-04
50	3719.551	0.577	0.019	15.403	41.450	18.293	25.965	200.884	0.128	20.967	0.376	0.608	34.921	16.561	11.561	0.00041	0.00	0	0.00061	0.00060	1.80E-05	1.40E-05	0	0.000032	0.000022	0.000021	0.00002	0.000019	0.000019	0	3.10E-04
51	2409.953	0.452	0.015	19.173	54.749	13.601	15.004	38.783	0.359	24.777	0.414	2.113	87.360	6.914	7.160	0.00021	0.00	0	0.00021	0.00022	1.80E-05	3.40E-05	0	0.000071	0.000047	0.000042	0.000041	0.00004	0.000039	0	1.21E-04
52	3541.466	0.380	0.011	11.336	50.076	26.089	0.856	31.223	0.402	23.615	0.515	0.223	75.398	5.281	6.780	0.00001	0.00	0	0.00001	0.00002	9.00E-06	9.00E-06	0	0.00003	0.00002	0.000019	0.000019	0.000018	0.000018	0	1.00E-05
53	3674.305	0.399	0.011	6.309	31.534	21.744	23.477	181.601	0.165	39.900	0.302	4.871	77.662	13.319	7.248	0.00056	0.00	0	0.00094	0.00091	4.60E-05	4.00E-05	0	0.00005	0.000039	0.000035	0.000033	0.000031	0.000028	0	4.83E-04
54	8810.594	0.981	0.023	11.919	48.999	26.574	16.369	166.190	0.138	16.838	0.244	1.396	52.919	11.124	16.027	0.00083	0.00	0	0.00081	0.00078	3.90E-05	3.00E-05	0	0.000031	0.000027	0.000025	0.000023	0.000022	0.000021	0	4.15E-04
55	4647.808	0.591	0.029	17.902	35.299	15.122	1.833	119.747	0.449	24.246	0.394	2.098	62.159	14.437	8.349	0.00122	0.00	0	0.00024	0.00018	6.90E-05	5.50E-05	0	0.000073	0.000052	0.000047	0.000043	0.00004	0.000037	0	1.35E-04
56	2340.260	0.560	0.025	15.735	19.225	27.097	13.398	74.926	0.407	15.763	0.571	1.435	31.601	6.440	4.373	0.00022	0.00	0	0.00041	0.00041	2.60E-05	2.20E-05	0	0.000073	0.000048	0.000044	0.000043	0.000041	0.00004	0	2.18E-04
57	1424.750	0.237	0.011	9.306	38.980	23.787	13.080	238.236	0.460	9.539	0.322	1.282	27.622	7.990	2.285	0.00133	5.31	4	0.00137	0.00113	0.000441	0.001345	2.75	0.02968	0.003612	0.000544	0.000109	0.000082	0.000075	4.6558	1.07E-03
58	5083.048	0.736	0.027	13.030	15.899	9.362	8.854	130.376	0.464	6.815	0.131	1.179	17.131	6.178	9.607	0.00080	0.00	0	0.00141	0.00140	1.60E-05	1.00E-05	0	0.000023	0.000014	0.000014	0.000013	0.000013	0.000012	0	7.07E-04
59	1921.252	0.453	0.020	19.473	9.683	17.225	19.734	228.016	0.378	22.261	0.166	4.711	67.130	8.427	3.368	0.00016	0.00	0	0.00128	0.00126	2.70E-05	3.50E-05	0	0.000096	0.000065	0.00006	0.000057	0.000055	0.000053	0	6.50E-04
60	3251.874	0.460	0.020	13.292	45.918	21.791	3.301	226.823	0.300	25.903	0.580	4.867	42.542	10.764	5.310	0.00168	7.99	2	0.00093	0.00084	0.000248	0.001419	1.19	0.041948	0.000436	0.000058	0.000053	0.000049	0.000046	4.99485	8.59E-04
61	6212.061	0.830	0.025	4.388	35.106	25.717	0.557	130.191	0.124	10.047	0.431	1.730	35.500	14.764	14.605	0.00453	13.44	7	0.00561	0.00524	0.002099	0.003983	9.73	0.062646	0.012003	0.00528	0.00347	0.00254	0.001954	10.2183	4.23E-03
62	6294.720	0.640	0.025	15.590	35.535	2.077	41.990	48.199	0.409	25.793	0.057	0.277	53.366	17.430	11.630	0.00001	0.00	0	0.00017	0.00017	5.00E-06	9.00E-06	0	0.00001	0.000009	0.000009	0.000009	0.000008	0.000008	0	8.93E-05
63	6609.800	0.850	0.022	3.473	37.818	27.687	24.966	97.657	0.410	19.395	0.096	1.389	63.610	14.797	11.881	0.00047	0.00	0	0.00145	0.00138	0.000134	6.90E-05	0	0.000073	0.000064	0.000059	0.000056	0.000052	0.00005	0	7.57E-04
64	7290.689	0.812	0.023	19.676	26.843	15.694	3.656	131.504	0.427	8.845	0.345	1.883	22.528	6.775	13.909	0.00152	0.00	0	0.00071	0.00069	2.00E-05	1.90E-05	0	0.000028	0.00002	0.000019	0.000018	0.000017	0.000017	0	3.58E-04
65	3214.892	0.480	0.014	8.857	38.150	7.505	12.241	107.796	0.197	7.184	0.457	2.077	18.639	5.485	9.231	0.00191	0.00	0	0.00097	0.00091	5.80E-05	6.40E-05	0	0.00009	0.000061	0.000056	0.000052	0.000049	0.000046	0	5.01E-04
66	2569.356	0.334	0.014	10.936	43.810	16.415	16.538	207.844	0.216	19.179	0.131	1.919	63.938	17.020	6.379	0.00178	4.81	1	0.00241	0.00236	0.000113	0.000943	0.71	0.027513	0.000095	0.000082	0.000074	0.000066	0.000059	2.90745	1.46E-03
67	4758.158	0.654	0.023	7.902	45.294	3.558	28.725	100.182	0.118	21.898	0.379	1.163	34.924	14.259	6.916	0.00056	0.00	0	0.00082	0.00081	3.40E-05	3.80E-05	0	0.00004	0.000035	0.000033	0.000031	0.000029	0.000027	0	4.25E-04
68	3960.761	0.427	0.008	18.588	43.556	0.666	22.598	156.399	0.103	14.246	0.097	3.755	50.112	11.478	6.593	0.00175	0.00	0	0.00300	0.00292	8.10E-05	8.30E-05	0	0.000065	0.000059	0.000056	0.000053	0.000051	0.000049	0	1.52E-03
69	5264.939	0.725	0.022	12.028	58.774	14.350	15.171	21.065	0.466	40.462	0.219	1.046	68.141	5.346	17.353	0.00003	0.00	0	0.00003	0.00003	6.00E-06	8.00E-06	0	0.000022	0.000013	0.000012	0.000011	0.000011	0.000011	0	1.70E-05
70	2345.063	0.274	0.012	6.027	44.643	27.622	5.054	24.329	0.144	26.066	0.148	0.204	75.534	6.290	4.470	0.00001	0.00	0	0.00002	0.00002	1.00E-05	7.00E-06	0	0.000022	0.000016	0.000015	0.000014	0.000013	0.000013	0	1.33E-05
71	2159.392	0.500	0.023	19.944	45.280	8.965	22.988	94.104	0.185	15.143	0.452	4.024	30.736	9.873	3.527	0.00195	0.00	0	0.00222	0.00216	7.00E-05	5.70E-05	0	0.000087	0.000056	0.000053	0.00005	0.000048	0.000046	0	1.13E-03
72	7856.250	1.063	0.027	5.381	37.003	17.038	31.361	98.605	0.443	19.464	0.472	0.825	43.293	11.156	25.775	0.00010	0.00	0	0.00049	0.00048	3.90E-05	3.80E-05	0	0.000037	0.000035	0.000032	0.000031	0.00003	0.000029	0	2.60E-04
73	6017.521	0.829	0.022	13.513	45.682	12.648	8.027	58.255	0.455	13.598	0.046	0.848	41.064	15.494	18.144	0.00165	4.18	2	0.00120	0.00115	0.000201	0.001055	0.92	0.02219	0.000088	0.00006	0.000053	0.000047	0.000044	3.09245	9.00E-04
74	6108.636	0.712	0.017	18.340	50.059	29.195	1.118	106.895	0.242	10.983	0.110	1.387	17.997	7.331	15.036	0.00118	0.00	0	0.00018	0.00011	7.20E-05	4.40E-05	0	0.000055	0.000044	0.000041	0.000039	0.000037	0.000035	0	1.00E-04
75	3280.662	0.480	0.022	16.553	11.871	2.895	15.188	109.908	0.314	23.448	0.277	3.408	40.662	6.659	6.197	0.00025	0.00	0	0.00045	0.00045	1.00E-05	2.10E-05	0	0.000046	0.000024	0.000022	0.000021	0.000021	0.000021	0	2.32E-04
76	7205.100	0.854	0.025	4.420	55.901	1.373	17.222	33.545	0.240	15.745	0.296	4.265	52.348	9.422	16.123	0.00172	5.80	3	0.00204	0.00198	0.00043	0.000905	0.45	0.032826	0.000083	0.000074	0.000067	0.000062	0.000058	4.399	1.34E-03
77	1673.842	0.188	0.007	15.722	19.390	23.101	0.633	157.572	0.114	9.282	0.578	1.542	17.585	8.282	4.446	0.00215	0.00	0	0.00020	0.00017	3.40E-05	4.40E-05	0.09	0.000847	0.000064	0.00006	0.000056	0.000054	0.000051	0	1.12E-04
78	7259.095	0.939	0.027	15.633	45.858	4.832	10.212	142.964	0.238	11.410	0.493	0.970	39.096	6.853	19.467	0.00048	0.00	0	0.00031	0.00031	1.00E-05	2.20E-05	0	0.000034	0.000023	0.000021	0.00002	0.000019	0.000018	0	1.63E-04
79	2625.476	0.533	0.025	7.527	56.553	20.206	30.876	11.250	0.451	14.628	0.154	1.061	52.920	15.126	5.878	0.00079	0.00	0	0.00169	0.00161	0.0002	0.000177	0	0.000181	0.000169	0.00016	0.000153	0.000146	0.00014	0	9.19E-04
80	3797.665	0.663	0.020	5.861	15.847	20.981	17.599	182.597	0.190	43.144	0.417	2.417	71.204	9.109	9.952	0.00017	0.00	0	0.00013	0.00013	6.00E-06	5.00E-06	0	0.000016	0.00001	0.000009	0.000008	0.000008	0.000008	0	6.93E-05
81	3226.878	0.326	0.010	3.544	59.031	9.448	4.158	64.100	0.151	31.393	0.356	3.008	54.039	9.225	6.163	0.00037	0.00	0	0.00047	0.00047	9.70E-05	4.10E-05	0	0.000047	0.000038	0.000036	0.000034	0.000032	0.00003	0	2.69E-04
82	5033.940	0.719	0.026	10.902	46.662	7.069	26.888	211.236	0.264	39.303	0.079	3.657	85.533	17.092	11.475	0.00076	0.00	0	0.00123	0.00122	5.10E-05	6.80E-05	0	0.000098	0.000064	0.00006	0.000056	0.000052	0.000049	0	6.41E-04
83	1289.411	0.246	0.012	15.760	49.016	25.566	7.078	150.715	0.401	19.853	0.472	2.774	53.318	15.521	3.406	0.00268	17.51	8	0.00287	0.00253	0.000925	0.003937	4.16	0.123795	0.009857	0.003056	0.000967	0.000248	0.000143	12.75445	2.56E-03
84	3583.425	0.411	0.015	5.040	13.029	16.302	12.592	175.510	0.157	17.346	0.478	0.673	31.007	11.980	6.989	0.00029	0.00	0	0.00055	0.00055	5.00E-06	7.00E-06	0	0.000012	0.000009	0.000008	0.000007	0.000007	0.000007	0	2.77E-04
85	4525.177	0.557	0.017	15.090	15.405	24.303	39.602	240.581	0.196	23.909	0.154	1.378	57.432	15.442	8.436	0.00018	0.00	0	0.00077	0.00076	1.30E-05	1.10E-05	0	0.000036	0.000021	0.00002	0.000019	0.000019	0.000018	0	3.88E-04
86	7585.910	0.960	0.026	17.402	13.212	2.288	1.498	174.087	0.357	34.577	0.346	1.252	66.647	13.605	17.991	0.00034	0.00	0	0.00001	0.00001	3.00E-06	9.00E-06	0	0.00001	0.000009	0.000009	0.000009	0.000009	0.000009	0	8.50E-06
87	968.499	0.131	0.005	14.751	56.025	17.863	2.723	121.163	0.152	21.209	0.476	0.772	44.530	5.302	1.686	0.00008	0.00	0	0.00007	0.00010	2.70E-05	6.00E-05	0.29	0.000827	0.00009	0.000086	0.000082	0.000081	0.000079	0	6.50E-05
88	2274.995	0.315	0.015	5.965	24.402	17.631	10.719	198.095	0.329	14.125	0.317	1.429	26.305	9.682	5.076	0.00101	0.00	0	0.00117	0.00114	6.70E-05	6.80E-05	0	0.000088	0.000063	0.000056	0.00005	0.000047	0.000044	0	6.11E-04
89	4975.164	0.848	0.029	4.137	21.601	24.219	12.760	54.143	0.184	15.488	0.308	1.689	30.137	9.526	12.210	0.00074	0.00	0	0.00109	0.00108	1.50E-05	1.20E-05	0	0.000013	0.000011	0.000011	0.00001	0.00001	0.000009	0	5.48E-04
90	1048.936	0.193	0.009	8.621	24.073	18.507	4.966	216.435	0.428	20.671	0.368	1.105	32.954	6.377	1.713	0.00022	0.00	0	0.00013	0.00013	2.60E-05	4.50E-05	0	0.000079	0.000058	0.000054	0.000052	0.00005	0.000047	0	8.35E-05
91	3863.766	0.447	0.011	18.067	38.039	6.701	10.727	164.605	0.207	19.334	0.084	4.652	53.080	12.187	7.573	0.00257	1.86	1	0.00231	0.00227	6.00E-05	0.000418	0.6	0.011629	0.000054	0.000048	0.000045	0.000043	0.00004	1.42845	1.26E-03
92	4106.726	0.510	0.021	15.035	10.147	0.251	36.515	156.975	0.107	21.186	0.080	1.684	75.091	13.304	5.868	0.00017	0.00	0	0.00079	0.00080	4.00E-06	1.50E-05	0	0.000016	0.000015	0.000014	0.000014	0.000014	0.000014	0	4.02E-04
93	6038.266	0.861	0.023	9.187	15.744	3.662	18.210	14.610	0.158	31.770	0.419	4.411	57.387	8.599	13.230	0.00037	0.00	0	0.00049	0.00048	1.20E-05	7.00E-06	0	0.000017	0.000008	0.000007	0.000007	0.000006	0.000006	0	2.49E-04
94	3149.917	0.460	0.014	15.178	43.749	11.535	11.630	17.733	0.302	6.309	0.022	0.649	23.030	5.977	7.741	0.00065	0.00	0	0.00027	0.00028	1.60E-05	1.70E-05	0	0.000048	0.000026	0.000023	0.000022	0.000022	0.000021	0	1.47E-04
95	7586.519	0.908	0.025	18.189	56.150	12.994	18.400	17.063	0.222	32.170	0.043	0.853	68.951	17.382	14.183	0.00039	0.00	0	0.00031	0.00032	1.00E-05	9.00E-06	0	0.000025	0.000014	0.000012	0.000012	0.000012	0.000011	0	1.61E-04
96	6017.956	0.743	0.026	3.935	41.569	13.879	10.203	159.594	0.232	24.938	0.148	2.788	48.658	12.282	13.122	0.00095	1.84	5	0.00127	0.00125	0.000168	0.000379	1.65	0.015243	0.001019	0.000055	0.000048	0.000043	0.000039	3.4191	7.69E-04
97	5438.528	0.596	0.021	11.154	13.750	16.474	32.378	159.809	0.202	9.536	0.032	0.736	19.024	11.784	13.611	0.00002	0.00	0	0.00007	0.00007	1.10E-05	8.00E-06	0	0.000019	0.000012	0.000011	0.000011	0.000011	0.00001	0	3.95E-05
98	2003.291	0.274	0.007	19.077	18.526	12.164	24.788	202.365	0.352	24.934	0.061	1.152	70.153	13.671	2.983	0.00011	0.00	0	0.00065	0.00065	3.00E-05	3.80E-05	0	0.000087	0.000054	0.000052	0.00005	0.000048	0.000047	0	3.43E-04
99	7944.490	0.858	0.017	11.518	21.437	15.225	2.326	178.906	0.466	9.337	0.125	3.303	20.355	6.598	18.901	0.00283	0.00	0	0.00076	0.00063	0.00014	5.90E-05	0.04	0.000166	0.000054	0.000049	0.000046	0.000043	0.000041	0	3.98E-04
100	3270.556	0.612	0.026	13.878	50.740	3.381	3.722	132.908	0.104	9.369	0.329	4.003	23.527	5.899	4.852	0.00245	7.74	4	0.00108	0.00103	0.000311	0.00143	1.4	0.04383	0.001028	0.000093	0.000078	0.000069	0.000061	5.8698	9.62E-04
101	4850.007	0.498	0.012	6.516	29.418	11.453	24.253	51.885	0.326	35.521	0.138	0.632	60.088	8.787	7.515	0.00004	0.00	0	0.00007	0.00007	5.00E-06	5.00E-06	0	0.000013	0.000008	0.000007	0.000006	0.000006	0.000006	0	3.55E-05
102	4609.460	0.649	0.027	6.262	56.340	28.063	35.678	148.736	0.257	20.466	0.101	1.303	65.014	15.099	11.534	0.00040	0.00	0	0.00126	0.00121	0.000169	0.00011	0	0.000109	0.0001	0.000095	0.00009	0.000087	0.000084	0	6.87E-04
103	1473.962	0.296	0.014	15.520	24.874	18.379	3.901	41.677	0.301	18.019	0.565	3.464	66.417	14.754	4.040	0.00290	0.00	0	0.00127	0.00124	3.90E-05	5.50E-05	0	0.000106	0.000069	0.000063	0.000061	0.00006	0.000058	0	6.50E-04
104	2130.502	0.499	0.023	3.328	55.606	6.863	6.417	41.711	0.388	35.521	0.544	4.075	89.657	7.038	4.733	0.00017	0.00	0	0.00029	0.00028	4.80E-05	2.40E-05	0	0.000033	0.000023	0.000022	0.000021	0.00002	0.000019	0	1.60E-04
105	2578.865	0.622	0.027	19.422	14.314	15.924	10.559	73.704	0.163	33.553	0.513	4.628	63.148	11.337	5.957	0.00082	0.00	0	0.00053	0.00051	3.00E-05	2.80E-05	0	0.000074	0.000046	0.000044	0.000042	0.00004	0.000039	0	2.75E-04
106	3810.461	0.461	0.015	8.067	26.383	10.938	27.692	159.931	0.336	15.239	0.342	0.978	43.095	15.014	11.719	0.00028	0.00	0	0.00119	0.00113	6.30E-05	7.10E-05	0	0.000073	0.000064	0.000059	0.000056	0.000053	0.000051	0	6.12E-04
107	3304.868	0.715	0.027	19.930	24.171	27.113	3.731	11.226	0.309	25.355	0.114	4.510	60.759	7.706	10.737	0.00065	0.00	0	0.00021	0.00020	3.10E-05	1.90E-05	0	0.00007	0.000043	0.00004	0.000038	0.000037	0.000035	0	1.15E-04
108	6934.371	0.754	0.019	5.148	24.840	20.226	8.148	84.726	0.194	31.829	0.318	4.027	55.436	4.994	10.794	0.00018	0.00	0	0.00008	0.00008	4.00E-06	5.00E-06	0	0.000006	0.000005	0.000005	0.000005	0.000005	0.000005	0	4.33E-05
109	3596.732	0.396	0.015	6.998	50.104	4.429	8.443	172.166	0.459	38.758	0.097	3.271	84.666	6.219	6.202	0.00012	0.00	0	0.00014	0.00014	2.00E-05	2.50E-05	0	0.000037	0.000024	0.000023	0.000022	0.000021	0.00002	0	8.05E-05
110	2544.052	0.364	0.016	11.938	14.684	21.748	11.621	123.435	0.363	28.204	0.442	4.637	61.477	8.329	5.020	0.00051	0.00	0	0.00047	0.00047	1.50E-05	1.70E-05	0	0.000042	0.00003	0.000027	0.000026	0.000025	0.000024	0	2.45E-04
111	3688.760	0.404	0.011	9.144	51.348	17.867	31.229	187.577	0.477	18.499	0.149	1.381	32.050	14.829	8.522	0.00090	4.66	3	0.00156	0.00150	0.000365	0.000742	2.21	0.027836	0.001651	0.000163	0.000052	0.000046	0.000042	3.83125	1.04E-03
112	6761.598	0.793	0.026	12.974	51.474	4.557	20.172	41.537	0.436	36.759	0.161	3.272	82.993	9.395	17.456	0.00028	0.00	0	0.00031	0.00031	8.00E-06	1.80E-05	0	0.000034	0.000019	0.000017	0.000016	0.000015	0.000014	0	1.61E-04
113	4697.919	0.554	0.016	3.434	9.021	16.437	25.042	167.474	0.308	9.504	0.029	3.168	34.192	11.575	11.626	0.00008	0.00	0	0.00157	0.00152	5.00E-05	3.00E-05	0	0.000029	0.000027	0.000024	0.000022	0.000021	0.00002	0	7.93E-04
114	6854.458	0.725	0.016	6.190	28.631	6.619	13.559	213.482	0.329	6.089	0.504	3.552	23.388	5.225	11.008	0.00234	5.79	2	0.00283	0.00279	0.00039	0.001615	3.47	0.032361	0.003502	0.000831	0.000139	0.000051	0.000044	3.8962	1.91E-03
115	3404.981	0.730	0.030	13.568	58.033	11.288	12.563	182.759	0.276	31.178	0.503	2.854	49.785	5.685	9.450	0.00019	0.00	0	0.00016	0.00016	1.60E-05	3.60E-05	0	0.000061	0.000037	0.000034	0.000032	0.00003	0.000028	0	9.23E-05
116	5714.515	0.607	0.013	12.723	56.497	18.989	13.962	131.061	0.413	19.962	0.477	2.841	55.393	11.167	16.101	0.00135	4.00	3	0.00136	0.00136	0.000289	0.00092	1.28	0.034516	0.000394	0.000056	0.000047	0.000042	0.000039	3.5014	9.83E-04
117	923.761	0.115	0.004	13.720	39.182	6.468	31.991	116.412	0.211	33.783	0.571	1.139	61.364	11.011	2.703	0.00010	0.00	0	0.00023	0.00026	4.00E-05	5.90E-05	0.05	0.000668	0.000067	0.000062	0.000059	0.000058	0.000056	0	1.45E-04
118	7374.540	0.781	0.020	18.459	21.940	29.220	19.279	231.682	0.137	27.138	0.554	4.231	47.548	8.427	20.874	0.00039	0.00	0	0.00068	0.00067	9.00E-06	8.00E-06	0	0.000027	0.000018	0.000017	0.000016	0.000016	0.000015	0	3.42E-04
119	8830.905	1.086	0.026	14.730	59.638	9.530	9.856	29.285	0.283	21.953	0.249	3.707	82.660	9.438	16.851	0.00092	0.00	0	0.00061	0.00061	2.20E-05	3.40E-05	0	0.000054	0.000032	0.00003	0.000028	0.000026	0.000024	0	3.19E-04
120	3888.537	0.654	0.021	19.565	31.584	18.074	9.567	152.673	0.187	19.370	0.584	2.079	40.604	10.004	10.890	0.00085	0.00	0	0.00067	0.00067	9.00E-06	2.30E-05	0	0.000051	0.000032	0.00003	0.000029	0.000028	0.000027	0	3.43E-04
121	5394.554	0.590	0.013	11.644	42.196	2.410	15.810	153.608	0.320	15.159	0.130	3.860	41.940	9.211	11.254	0.00193	0.00	0	0.00194	0.00192	3.10E-05	5.10E-05	0	0.000051	0.000043	0.000039	0.000035	0.000032	0.00003	0	9.85E-04
122	6369.290	0.729	0.020	16.365	38.804	3.960	7.722	57.895	0.247	8.029	0.169	1.305	29.791	5.470	9.933	0.00071	0.00	0	0.00038	0.00038	4.00E-06	1.50E-05	0	0.000031	0.000016	0.000014	0.000014	0.000013	0.000013	0	1.94E-04
123	2640.074	0.572	0.024	8.252	33.461	25.825	6.908	83.555	0.375	31.945	0.103	4.597	68.754	11.159	7.235	0.00091	0.00	0	0.00056	0.00047	0.000102	6.10E-05	0	0.000061	0.000054	0.000051	0.000048	0.000046	0.000044	0	2.97E-04
124	6015.320	0.694	0.019	17.675	25.056	29.568	12.782	55.485	0.462	10.787	0.029	3.265	21.759	6.115	11.316	0.00117	0.00	0	0.00156	0.00156	1.40E-05	9.00E-06	0	0.000033	0.000021	0.000019	0.000019	0.000018	0.000018	0	7.86E-04
125	5422.372	0.590	0.020	5.861	33.441	28.104	8.548	186.137	0.462	27.097	0.253	4.472	79.122	9.267	11.508	0.00059	2.67	1	0.00088	0.00084	0.00023	0.000643	1.97	0.015065	0.000569	0.000128	0.000045	0.000039	0.000036	1.83305	6.49E-04
126	7946.739	0.844	0.022	12.558	8.012	27.282	5.585	215.598	0.191	25.183	0.206	1.009	82.982	5.305	18.934	0.00004	0.00	0	0.00004	0.00003	7.00E-06	5.00E-06	0	0.000017	0.000012	0.000011	0.00001	0.00001	0.00001	0	2.05E-05
127	5890.094	0.590	0.029	9.986	10.817	24.198	37.536	92.469	0.239	34.138	0.091	2.527	60.923	12.771	12.682	0.00008	0.00	0	0.00067	0.00067	1.20E-05	6.00E-06	0	0.000018	0.000011	0.00001	0.00001	0.000009	0.000009	0	3.39E-04
128	6488.205	0.757	0.020	8.196	59.209	7.156	4.679	158.770	0.457	11.115	0.358	3.840	18.300	10.533	12.631	0.00690	18.85	16	0.00430	0.00419	0.002795	0.004179	8.62	0.109207	0.016121	0.008322	0.005079	0.003019	0.001838	17.4242	3.87E-03
129	4274.127	0.449	0.022	16.986	42.360	18.901	10.861	29.488	0.120	25.398	0.267	0.406	50.536	6.476	12.012	0.00005	0.00	0	0.00003	0.00004	1.80E-05	1.30E-05	0	0.000037	0.000023	0.000022	0.000021	0.00002	0.00002	0	2.58E-05
130	3857.423	0.433	0.019	8.011	29.852	21.348	28.798	101.310	0.229	16.451	0.177	2.761	56.899	13.764	6.064	0.00064	0.00	0	0.00256	0.00244	0.000138	0.000107	0.65	0.000801	0.000104	0.000094	0.000089	0.000084	0.00008	0	1.31E-03
131	5450.344	0.736	0.018	13.759	50.154	12.258	22.644	33.347	0.101	27.952	0.237	2.120	74.935	14.056	12.175	0.00062	0.00	0	0.00084	0.00084	6.00E-06	1.40E-05	0	0.00003	0.000017	0.000015	0.000014	0.000013	0.000013	0	4.24E-04
132	5538.881	0.568	0.027	6.865	44.217	11.852	16.376	145.670	0.142	20.791	0.141	4.700	36.239	10.144	13.986	0.00188	2.73	3	0.00189	0.00188	0.000212	0.000515	0.75	0.015373	0.000055	0.000046	0.000042	0.000039	0.000037	2.86635	1.12E-03
133	4777.489	0.531	0.024	10.389	56.659	9.338	10.246	166.273	0.155	14.194	0.306	2.931	29.451	12.595	8.826	0.00407	8.84	15	0.00291	0.00289	0.000677	0.002532	4.31	0.048426	0.00672	0.002532	0.00081	0.000114	0.000055	11.92075	2.25E-03
134	3729.721	0.447	0.018	12.282	33.395	1.921	21.889	244.775	0.234	35.413	0.265	1.105	83.389	9.341	6.709	0.00008	0.00	0	0.00012	0.00013	4.00E-06	1.30E-05	0	0.000014	0.000012	0.000012	0.000012	0.000012	0.000012	0	6.73E-05
135	5856.484	0.821	0.021	16.995	15.823	14.869	13.412	15.069	0.173	16.153	0.196	3.125	37.100	6.300	9.221	0.00032	0.00	0	0.00083	0.00082	2.40E-05	1.00E-05	0	0.000029	0.000019	0.000018	0.000017	0.000016	0.000015	0	4.22E-04
136	7134.219	0.907	0.029	11.963	49.049	24.650	31.672	155.191	0.200	11.010	0.091	1.159	33.849	13.390	23.068	0.00082	6.00	2	0.00130	0.00110	0.000205	0.000967	2.09	0.030242	0.001655	0.000152	0.000049	0.000042	0.000038	3.99975	8.93E-04
137	4480.593	0.627	0.029	18.903	47.672	15.427	28.113	121.493	0.105	36.584	0.308	0.219	82.289	9.791	9.752	0.00002	0.00	0	0.00003	0.00004	1.30E-05	1.40E-05	0	0.000038	0.000024	0.000023	0.000022	0.000021	0.000021	0	2.28E-05
138	6102.918	0.709	0.017	19.472	48.125	11.224	3.554	54.700	0.277	27.697	0.476	2.449	66.044	6.417	14.278	0.00022	0.00	0	0.00006	0.00006	9.00E-06	1.30E-05	0	0.000029	0.000017	0.000016	0.000016	0.000016	0.000015	0	3.48E-05
139	1348.944	0.202	0.007	8.657	10.476	0.463	10.436	37.855	0.430	31.956	0.557	2.099	77.345	9.052	1.968	0.00021	0.00	0	0.00016	0.00017	1.00E-05	2.50E-05	0	0.000027	0.000025	0.000025	0.000025	0.000024	0.000024	0	9.15E-05
140	7774.309	0.840	0.020	19.012	37.976	26.096	3.622	66.135	0.108	13.690	0.554	0.818	53.359	10.747	12.422	0.00065	0.00	0	0.00027	0.00027	7.00E-06	1.10E-05	0	0.000029	0.000017	0.000017	0.000016	0.000015	0.000015	0	1.39E-04
141	6993.215	0.779	0.022	14.919	46.160	25.332	22.052	234.687	0.237	31.219	0.206	4.396	86.149	13.551	12.361	0.00090	0.00	0	0.00136	0.00130	6.00E-05	3.80E-05	0	0.000043	0.000034	0.000032	0.000029	0.000028	0.000026	0	6.90E-04
